"﻿['397_20hz_50trials.txt', 'ChR2', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM']"
"['1023_20Hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['1023_20Hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['1023_20Hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['1023_20Hz_50trials.txt', 'ChR2', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake']"
"['1023_20Hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['1023_20Hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['1023_20Hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['1023_20Hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['1023_20Hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['1023_20Hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['1023_20Hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake']"
"['1023_20Hz_50trials.txt', 'ChR2', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['1023_20Hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['1023_20Hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake']"
"['1023_20Hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake']"
"['1023_20Hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake']"
"['1023_20Hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake']"
"['1023_20Hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake']"
"['1023_20Hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake']"
"['1023_20Hz_50trials.txt', 'ChR2', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['1023_20Hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['1023_20Hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['1023_20Hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
