"﻿['397_20hz_50trials.txt', 'ChR2', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM']"
"['102_20hz_50trials.txt', 'ChR2', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['102_20hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake']"
"['102_20hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM']"
"['102_20hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake']"
"['102_20hz_50trials.txt', 'ChR2', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake']"
"['102_20hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['102_20hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake']"
"['102_20hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['102_20hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake']"
"['102_20hz_50trials.txt', 'ChR2', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['102_20hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'REM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['102_20hz_50trials.txt', 'ChR2', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['102_20hz_50trials.txt', 'ChR2', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['102_20hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'REM', 'REM', 'REM', 'REM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake']"
"['102_20hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['102_20hz_50trials.txt', 'ChR2', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['102_20hz_50trials.txt', 'ChR2', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake']"
"['102_20hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake']"
"['102_20hz_50trials.txt', 'ChR2', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['102_20hz_50trials.txt', 'ChR2', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'REM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['102_20hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake']"
"['102_20hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM']"
"['102_20hz_50trials.txt', 'ChR2', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'NREM', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake', 'Wake']"
