2648_1,2648_2,2649_1,2649_2,2660_1,2660_2,2661_1,2661_2,2662_1,2662_2,2663_1,2663_2,2990_1,2990_2,2994_1,2994_2,2995_2,2995_2,2999_1,2999_2,3004_1,3004_2,,
NREM,Wake,Wake,Wake,REM,NREM,Wake,NREM,REM,NREM,NREM,NREM,Wake,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,NREM,,
NREM,Wake,Wake,Wake,REM,NREM,Wake,NREM,REM,NREM,NREM,NREM,Wake,REM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,NREM,,
NREM,Wake,Wake,Wake,REM,NREM,Wake,NREM,REM,NREM,NREM,NREM,Wake,REM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,NREM,,
NREM,Wake,Wake,Wake,NREM,NREM,NREM,NREM,REM,NREM,NREM,NREM,NREM,REM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,NREM,,
NREM,Wake,Wake,Wake,NREM,NREM,NREM,NREM,REM,NREM,NREM,NREM,NREM,REM,Wake,NREM,NREM,NREM,NREM,NREM,REM,NREM,,
NREM,Wake,Wake,Wake,NREM,NREM,NREM,NREM,REM,NREM,NREM,NREM,NREM,REM,Wake,NREM,NREM,NREM,NREM,NREM,REM,NREM,,
NREM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,Wake,REM,Wake,NREM,NREM,REM,NREM,NREM,REM,NREM,,
NREM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,Wake,REM,Wake,NREM,NREM,REM,NREM,NREM,REM,NREM,,
NREM,Wake,Wake,NREM,REM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,Wake,REM,Wake,NREM,NREM,REM,NREM,NREM,REM,NREM,,
NREM,Wake,Wake,NREM,REM,REM,NREM,NREM,NREM,NREM,NREM,NREM,Wake,REM,Wake,NREM,NREM,REM,NREM,NREM,REM,NREM,,
NREM,Wake,Wake,NREM,REM,REM,NREM,NREM,NREM,Wake,NREM,NREM,Wake,REM,Wake,NREM,NREM,REM,NREM,NREM,REM,NREM,,
NREM,NREM,Wake,NREM,REM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,Wake,REM,Wake,NREM,NREM,REM,NREM,Wake,NREM,NREM,,
NREM,NREM,Wake,Wake,REM,Wake,NREM,REM,NREM,Wake,NREM,NREM,Wake,REM,Wake,NREM,NREM,REM,NREM,Wake,NREM,NREM,,
NREM,NREM,Wake,Wake,REM,Wake,NREM,REM,NREM,Wake,NREM,NREM,Wake,REM,Wake,NREM,NREM,REM,NREM,Wake,NREM,NREM,,
NREM,NREM,Wake,Wake,REM,Wake,NREM,REM,NREM,Wake,NREM,NREM,Wake,REM,Wake,NREM,NREM,REM,NREM,Wake,NREM,NREM,,
NREM,NREM,Wake,Wake,REM,Wake,NREM,REM,NREM,Wake,NREM,NREM,Wake,REM,Wake,NREM,NREM,NREM,NREM,Wake,NREM,NREM,,
NREM,NREM,Wake,Wake,REM,Wake,NREM,REM,NREM,Wake,NREM,NREM,Wake,Wake,Wake,REM,NREM,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,Wake,Wake,REM,NREM,NREM,REM,NREM,Wake,NREM,NREM,Wake,Wake,Wake,REM,NREM,REM,NREM,NREM,REM,NREM,,
NREM,NREM,Wake,Wake,NREM,NREM,NREM,REM,NREM,Wake,NREM,NREM,Wake,NREM,Wake,REM,NREM,REM,NREM,NREM,REM,NREM,,
NREM,NREM,Wake,Wake,NREM,NREM,NREM,REM,NREM,Wake,NREM,NREM,Wake,NREM,Wake,REM,NREM,REM,NREM,NREM,REM,NREM,,
NREM,NREM,Wake,Wake,NREM,NREM,NREM,REM,NREM,Wake,NREM,NREM,Wake,NREM,Wake,REM,NREM,REM,NREM,NREM,NREM,NREM,,
NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,Wake,NREM,NREM,Wake,NREM,Wake,REM,NREM,REM,NREM,NREM,NREM,NREM,,
NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,Wake,NREM,NREM,Wake,NREM,Wake,REM,NREM,REM,NREM,NREM,NREM,NREM,,
NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,Wake,NREM,NREM,Wake,NREM,Wake,REM,NREM,REM,NREM,NREM,NREM,NREM,,
NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,Wake,REM,NREM,Wake,NREM,Wake,REM,NREM,REM,NREM,NREM,REM,NREM,,
NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,REM,NREM,Wake,NREM,Wake,REM,NREM,NREM,NREM,NREM,REM,NREM,,
NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,REM,NREM,Wake,Wake,Wake,REM,NREM,NREM,NREM,NREM,REM,NREM,,
NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,REM,NREM,Wake,Wake,Wake,NREM,NREM,NREM,REM,NREM,REM,NREM,,
NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,REM,NREM,Wake,Wake,Wake,NREM,NREM,NREM,REM,NREM,REM,NREM,,
NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,REM,NREM,Wake,Wake,Wake,NREM,NREM,NREM,REM,NREM,REM,NREM,,
NREM,Wake,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,REM,NREM,Wake,Wake,Wake,NREM,NREM,NREM,REM,NREM,REM,NREM,,
NREM,Wake,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,REM,NREM,Wake,Wake,Wake,NREM,NREM,NREM,REM,NREM,REM,NREM,,
NREM,Wake,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,REM,NREM,Wake,Wake,Wake,NREM,NREM,NREM,REM,NREM,REM,NREM,,
REM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,REM,NREM,Wake,Wake,Wake,NREM,NREM,NREM,REM,NREM,REM,NREM,,
REM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,REM,NREM,Wake,NREM,Wake,NREM,NREM,NREM,REM,NREM,REM,NREM,,
REM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,REM,NREM,Wake,NREM,Wake,NREM,NREM,NREM,REM,NREM,REM,NREM,,
REM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,Wake,NREM,Wake,NREM,NREM,NREM,REM,NREM,NREM,NREM,,
REM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,Wake,NREM,Wake,NREM,NREM,NREM,REM,NREM,NREM,NREM,,
Wake,NREM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,Wake,NREM,Wake,NREM,NREM,NREM,REM,NREM,NREM,NREM,,
Wake,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,Wake,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,,
Wake,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,Wake,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,,
Wake,NREM,NREM,Wake,NREM,NREM,REM,NREM,NREM,Wake,Wake,NREM,Wake,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,,
Wake,NREM,NREM,NREM,NREM,NREM,REM,NREM,NREM,Wake,Wake,NREM,Wake,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,,
Wake,NREM,NREM,NREM,NREM,NREM,REM,NREM,NREM,Wake,Wake,NREM,Wake,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,NREM,REM,NREM,NREM,Wake,Wake,NREM,Wake,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,NREM,REM,NREM,NREM,Wake,Wake,NREM,Wake,NREM,Wake,NREM,Wake,NREM,Wake,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,NREM,REM,NREM,NREM,Wake,Wake,NREM,Wake,NREM,Wake,NREM,Wake,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,NREM,REM,NREM,NREM,Wake,Wake,NREM,Wake,NREM,Wake,NREM,Wake,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,NREM,REM,NREM,Wake,Wake,Wake,NREM,Wake,NREM,Wake,NREM,Wake,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,NREM,REM,NREM,Wake,NREM,Wake,NREM,Wake,NREM,Wake,NREM,Wake,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,NREM,REM,NREM,Wake,NREM,Wake,NREM,Wake,NREM,Wake,NREM,Wake,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,NREM,REM,NREM,Wake,NREM,Wake,NREM,Wake,NREM,Wake,NREM,Wake,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,NREM,REM,NREM,Wake,NREM,Wake,NREM,Wake,NREM,Wake,NREM,Wake,NREM,NREM,REM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,REM,REM,NREM,Wake,NREM,Wake,NREM,Wake,NREM,Wake,NREM,Wake,NREM,NREM,REM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,REM,REM,NREM,Wake,NREM,Wake,NREM,Wake,NREM,Wake,NREM,Wake,Wake,NREM,REM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,REM,REM,NREM,Wake,NREM,Wake,REM,Wake,NREM,Wake,NREM,Wake,Wake,NREM,REM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,REM,REM,NREM,Wake,NREM,Wake,REM,Wake,NREM,Wake,NREM,Wake,Wake,NREM,REM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,REM,REM,NREM,Wake,NREM,Wake,REM,Wake,NREM,Wake,NREM,Wake,Wake,NREM,REM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,Wake,Wake,NREM,Wake,NREM,Wake,REM,Wake,NREM,Wake,NREM,Wake,Wake,NREM,REM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,Wake,Wake,NREM,Wake,NREM,Wake,REM,Wake,NREM,Wake,NREM,Wake,Wake,NREM,REM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,Wake,Wake,NREM,Wake,NREM,Wake,REM,Wake,NREM,Wake,NREM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,Wake,Wake,NREM,Wake,NREM,Wake,REM,Wake,NREM,Wake,NREM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,Wake,Wake,NREM,Wake,NREM,Wake,REM,Wake,NREM,Wake,NREM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,Wake,Wake,NREM,Wake,NREM,Wake,REM,Wake,NREM,Wake,NREM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,Wake,Wake,NREM,Wake,NREM,Wake,REM,NREM,NREM,Wake,NREM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,Wake,REM,NREM,NREM,Wake,NREM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,Wake,NREM,Wake,Wake,NREM,Wake,REM,NREM,NREM,Wake,NREM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,Wake,NREM,Wake,Wake,NREM,Wake,REM,NREM,NREM,Wake,REM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,Wake,NREM,Wake,Wake,NREM,Wake,NREM,NREM,NREM,Wake,REM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,Wake,NREM,Wake,Wake,NREM,Wake,NREM,NREM,NREM,NREM,REM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,Wake,NREM,NREM,NREM,NREM,REM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,Wake,NREM,NREM,NREM,NREM,REM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,NREM,NREM,Wake,NREM,Wake,NREM,NREM,NREM,NREM,REM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,REM,NREM,NREM,Wake,NREM,NREM,Wake,Wake,Wake,NREM,NREM,NREM,NREM,REM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,REM,NREM,NREM,Wake,NREM,NREM,Wake,Wake,Wake,NREM,NREM,NREM,NREM,REM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,REM,NREM,NREM,Wake,NREM,NREM,Wake,Wake,Wake,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,REM,NREM,NREM,Wake,NREM,NREM,Wake,Wake,Wake,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,REM,NREM,NREM,Wake,NREM,NREM,Wake,Wake,Wake,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,NREM,NREM,Wake,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,NREM,NREM,Wake,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,NREM,NREM,Wake,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,REM,NREM,Wake,NREM,NREM,Wake,Wake,Wake,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,REM,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,REM,NREM,Wake,NREM,REM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,REM,NREM,Wake,NREM,REM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,REM,NREM,Wake,NREM,REM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,REM,NREM,NREM,,
NREM,NREM,NREM,REM,NREM,Wake,NREM,REM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,REM,NREM,NREM,,
NREM,NREM,NREM,Wake,NREM,Wake,NREM,REM,NREM,Wake,NREM,NREM,NREM,NREM,Wake,NREM,Wake,Wake,NREM,REM,NREM,NREM,,
NREM,NREM,NREM,Wake,NREM,Wake,NREM,REM,NREM,Wake,NREM,NREM,NREM,NREM,Wake,NREM,Wake,Wake,NREM,REM,NREM,REM,,
NREM,NREM,NREM,Wake,NREM,Wake,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,Wake,NREM,Wake,Wake,NREM,REM,NREM,REM,,
NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,Wake,NREM,Wake,Wake,NREM,REM,NREM,REM,,
NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,REM,NREM,REM,,
NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,REM,NREM,REM,,
NREM,NREM,NREM,NREM,NREM,Wake,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,REM,NREM,REM,,
NREM,NREM,NREM,NREM,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,REM,NREM,NREM,Wake,Wake,NREM,REM,NREM,REM,,
NREM,NREM,NREM,NREM,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,REM,NREM,NREM,Wake,NREM,NREM,Wake,REM,REM,,
NREM,NREM,NREM,NREM,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,REM,NREM,REM,Wake,NREM,NREM,Wake,REM,REM,,
NREM,NREM,NREM,NREM,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,REM,NREM,REM,Wake,NREM,NREM,Wake,REM,REM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,REM,NREM,REM,Wake,NREM,NREM,NREM,REM,REM,,
NREM,NREM,REM,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,REM,NREM,REM,Wake,NREM,NREM,NREM,REM,REM,,
NREM,NREM,REM,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,REM,Wake,NREM,NREM,NREM,NREM,REM,,
NREM,NREM,REM,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,REM,Wake,NREM,NREM,NREM,NREM,REM,,
NREM,NREM,REM,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,REM,Wake,NREM,NREM,NREM,NREM,REM,,
NREM,NREM,REM,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,REM,,
NREM,REM,REM,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,,
NREM,REM,REM,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,,
NREM,REM,REM,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,,
NREM,REM,REM,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,,
NREM,REM,REM,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,,
NREM,REM,REM,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,,
NREM,REM,Wake,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,,
NREM,REM,Wake,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,Wake,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,Wake,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,Wake,Wake,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,REM,NREM,NREM,NREM,,
NREM,Wake,NREM,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,REM,NREM,NREM,NREM,,
NREM,Wake,NREM,NREM,NREM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,REM,NREM,Wake,Wake,NREM,REM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,REM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,REM,NREM,NREM,NREM,NREM,REM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,REM,Wake,Wake,NREM,NREM,Wake,NREM,NREM,NREM,REM,NREM,NREM,NREM,NREM,REM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,REM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,NREM,REM,NREM,NREM,NREM,NREM,REM,NREM,NREM,NREM,,
NREM,NREM,Wake,NREM,REM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,NREM,REM,NREM,NREM,NREM,NREM,REM,NREM,NREM,NREM,,
NREM,NREM,Wake,NREM,REM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,NREM,REM,NREM,NREM,NREM,NREM,REM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,REM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,NREM,REM,NREM,NREM,NREM,NREM,REM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,REM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,NREM,REM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,NREM,REM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,NREM,REM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,NREM,REM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,NREM,REM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,Wake,NREM,REM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,Wake,NREM,REM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,REM,NREM,NREM,NREM,Wake,NREM,REM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,REM,NREM,NREM,NREM,Wake,NREM,REM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,REM,NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,,
Wake,NREM,NREM,NREM,NREM,Wake,Wake,REM,NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,,
Wake,NREM,NREM,NREM,NREM,Wake,Wake,REM,NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,,
Wake,NREM,NREM,NREM,NREM,Wake,Wake,REM,NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,,
Wake,NREM,NREM,NREM,NREM,Wake,Wake,REM,REM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,NREM,,
Wake,NREM,NREM,NREM,NREM,Wake,Wake,REM,REM,NREM,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,REM,REM,NREM,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,Wake,NREM,Wake,Wake,NREM,REM,NREM,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,Wake,NREM,Wake,Wake,NREM,REM,NREM,NREM,Wake,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,Wake,NREM,Wake,Wake,NREM,REM,NREM,NREM,Wake,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,Wake,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,REM,NREM,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,REM,Wake,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,REM,NREM,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,REM,Wake,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,REM,NREM,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,REM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,REM,NREM,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,REM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,REM,NREM,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,REM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,REM,NREM,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,REM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,REM,NREM,NREM,Wake,NREM,NREM,REM,Wake,NREM,NREM,NREM,REM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,REM,NREM,NREM,Wake,NREM,NREM,REM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,REM,NREM,NREM,Wake,NREM,NREM,REM,Wake,NREM,NREM,NREM,NREM,NREM,REM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,Wake,NREM,NREM,REM,Wake,NREM,NREM,NREM,NREM,NREM,REM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,Wake,NREM,NREM,REM,Wake,NREM,NREM,NREM,NREM,NREM,REM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,REM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,REM,,
NREM,NREM,NREM,NREM,NREM,Wake,Wake,NREM,NREM,NREM,NREM,Wake,NREM,NREM,NREM,Wake,NREM,NREM,NREM,NREM,NREM,NREM,,
